file_name,class_name,package_component,detail
com.lookout.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'SIM operator check', 'network operator name check', 'subscriber ID check']"
com.lookout.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.lookout.apk,classes.dex,compiler,['dx']
edu.berkeley.icsi.netalyzr.android.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check']"
edu.berkeley.icsi.netalyzr.android.apk,classes.dex,compiler,['dx (possible dexmerge)']
edu.berkeley.icsi.netalyzr.android.apk,classes.dex,manipulator,['dexmerge']
com.mobligation.timberbrowser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.BRAND check', 'Build.DEVICE check', 'Build.PRODUCT check', 'Build.TAGS check', 'network operator name check']"
com.mobligation.timberbrowser.apk,classes.dex,compiler,['dx']
com.mobligation.timberbrowser.apk,classes2.dex,anti_vm,"['Build.MANUFACTURER check', 'network operator name check']"
com.mobligation.timberbrowser.apk,classes2.dex,compiler,['dx']
io.snapbrowser.lite.apk,classes.dex,compiler,['dx (possible dexmerge)']
io.snapbrowser.lite.apk,classes.dex,manipulator,['dexmerge']
com.dolphin.browser.engine.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.BOARD check']"
com.dolphin.browser.engine.apk,classes.dex,compiler,['dx']
jp.co.fenrir.android.sleipnir.apk,classes.dex,compiler,['dx']
com.prbstudios.firebird.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'network operator name check']"
com.prbstudios.firebird.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.prbstudios.firebird.apk,classes.dex,manipulator,['dexmerge']
com.ifreedomv2.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check']"
com.ifreedomv2.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.ifreedomv2.apk,classes.dex,manipulator,['dexmerge']
mobi.mgeek.TunnyBrowser.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check']"
mobi.mgeek.TunnyBrowser.apk,classes.dex,compiler,['dx']
mobi.mgeek.TunnyBrowser.apk,classes2.dex,compiler,['dx']
com.kubopirez.fast.speed.internet.browser.apk,classes.dex,compiler,['dexlib 2.x']
com.rocketshipapps.adblockfast.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check']"
com.rocketshipapps.adblockfast.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.rocketshipapps.adblockfast.apk,classes.dex,manipulator,['dexmerge']
com.cloudmosa.puffinFree.apk,classes.dex,anti_disassembly,['illegal class name']
com.cloudmosa.puffinFree.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.PRODUCT check', 'possible Build.SERIAL check']"
com.cloudmosa.puffinFree.apk,classes.dex,compiler,['dx']
com.trustgo.addetector.apk,/home/budi/.MobSF/uploads/8b36fba68f219e30ee6e44d1edee1184/8b36fba68f219e30ee6e44d1edee1184.apk,packer,['Baidu']
com.trustgo.addetector.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.trustgo.addetector.apk,classes.dex,compiler,['dx']
com.trustgo.addetector.apk,lib/armeabi/libbaiduprotect.so,obfuscator,['Obfuscator-LLVM version 3.5']
com.trustgo.addetector.apk,assets/libbaiduprotect_x86.so,obfuscator,['Obfuscator-LLVM version 3.5']
me.disconnect.securefi.apk,classes.dex,anti_vm,['Build.BOARD check']
me.disconnect.securefi.apk,classes.dex,compiler,['dx']
com.evda.connecttor.apk,classes.dex,anti_vm,"['Build.MANUFACTURER check', 'Build.BOARD check']"
com.evda.connecttor.apk,classes.dex,compiler,['dx']
com.ctlgmedia.voicemessage.apk,classes.dex,anti_vm,['Build.MANUFACTURER check']
com.ctlgmedia.voicemessage.apk,classes.dex,compiler,['dx (possible dexmerge)']
com.ctlgmedia.voicemessage.apk,classes.dex,manipulator,['dexmerge']
com.UCMobile.intl.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'possible Build.SERIAL check', 'SIM operator check', 'network operator name check', 'subscriber ID check', 'possible ro.secure check']"
com.UCMobile.intl.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.UCMobile.intl.apk,classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/browser_if.jar!classes.dex,anti_vm,['Build.FINGERPRINT check']
com.UCMobile.intl.apk,assets/modules/browser_if.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/sdk_shell.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/bookmarkhistory.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/core.jar!classes.dex,anti_vm,['Build.MANUFACTURER check']
com.UCMobile.intl.apk,assets/modules/core.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/filemgr.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/bgbusiness.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/ucmusic.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/ads.jar!classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']"
com.UCMobile.intl.apk,assets/modules/ads.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/barcode.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/modules/video.jar!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,assets/UCMobile/ring,obfuscator,['Obfuscator-LLVM version 3.4']
com.UCMobile.intl.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'subscriber ID check', 'ro.kernel.qemu check']"
com.UCMobile.intl.apk,lib/armeabi-v7a/libsgmain.so!classes.dex,compiler,['dx']
com.UCMobile.intl.apk,lib/armeabi-v7a/libsgmain.so!lib/armeabi/libsgmainso-5.1.38.so,obfuscator,['Obfuscator-LLVM version 3.4']
